#Table1
objid,u,g,r,i,z
1237668678843892746,21.51075,20.65735,20.29037,20.13849,20.18238
1237668678843892759,21.86011,20.97719,20.52373,20.41041,20.29642
1237668678843892771,21.72261,20.91104,20.56339,20.39333,20.17387
1237668678843892772,24.22531,22.41301,21.72047,21.46324,21.59066
1237668678843892784,21.96543,20.94923,20.54619,20.40296,20.27278
1237668678843892785,23.69124,22.4181,21.17766,20.64404,20.28116
1237668678843892786,24.48386,23.48556,22.95098,22.01347,22.95712
1237668678843892788,21.4483,20.55449,20.16198,20.00136,19.8807
1237668678843892789,22.40585,21.36209,20.85806,20.64828,20.47592
1237668678843892791,22.43824,21.99785,21.39046,21.27329,20.91453
1237668678843892798,26.00258,22.66486,21.10168,20.16483,19.67441
1237668678843892799,22.03422,21.27311,20.7264,20.5912,20.3514
1237668678843892800,24.15221,22.98679,22.11945,22.09124,21.44352
1237668678843892801,23.09607,22.43821,22.54552,22.31892,22.42551
1237668678843892809,21.88266,20.85833,20.46056,20.28638,20.21873
1237668678843892812,22.14262,21.44736,20.90728,20.64752,20.58924
1237668678843892813,23.97805,24.31718,22.04178,20.85083,20.35835
1237668678843892815,22.26279,21.16082,20.73327,20.4816,20.49047
1237668678843892819,22.63963,21.36099,20.97821,20.74692,20.72655
1237668678843892821,22.49043,25.58679,25.36811,24.21908,22.24026
1237668678843892824,21.81812,21.00811,20.56092,20.46446,20.49363
1237668678843892825,21.7776,20.94688,20.50964,20.37915,20.17519
1237668678843892826,24.44096,24.22418,22.9629,22.66846,22.02923
1237668678843892827,23.70437,23.1858,23.17047,22.40089,22.92094
1237668678843892829,21.69838,20.98282,20.52164,20.35611,20.6021
1237668678843892830,24.39651,24.8667,24.30033,22.13903,21.02412
1237668678843892831,21.98541,21.09516,20.71953,20.47759,20.15965
1237668678843892833,22.1,21.04656,20.71433,20.57213,20.47885
1237668678843892834,21.18318,20.25872,19.91724,19.77301,19.62731
1237668678843892837,22.47836,21.26583,20.80819,20.66943,20.6067
1237668678843892839,21.97474,21.052,20.59872,20.52247,20.44413
1237668678843892840,24.96266,23.16249,21.59568,20.3259,19.83704
1237668678843892843,22.50516,25.97898,25.03962,24.112,22.96122
1237668678843892844,22.01594,20.41139,19.77136,19.53468,19.41752
1237668678843892851,21.84282,21.05487,20.67769,20.49669,20.71017
1237668678843892852,24.65974,22.0275,20.81904,20.37851,20.07862
1237668678843892853,22.26437,26.11665,25.79118,25.519,22.27081
1237668678843892861,21.65319,20.68716,20.48492,20.14212,19.99177
1237668678843892862,22.44039,25.46725,25.88882,25.76956,22.64631
1237668678843892864,21.87628,20.96992,20.59778,20.38283,20.21247
1237668678843892866,23.2924,22.51367,21.63621,21.61086,21.01807
1237668678843892867,24.92769,23.52814,22.4298,22.60849,22.92762
1237668678843892869,22.56013,25.4438,25.11966,24.44104,22.44956
1237668678843892871,21.25411,20.53905,20.11576,19.94708,20.04115
1237668678843892872,23.5535,22.03857,21.40224,21.13817,21.39329
1237668678843892873,22.0434,25.73214,24.96124,23.44661,21.81305
1237668678843892876,21.16167,20.21588,19.97187,19.80677,19.93384
1237668678843892877,21.89613,20.90946,20.43961,20.3219,20.10081
1237668678843892878,21.09863,20.27178,19.90768,19.80738,19.82917
1237668678843892886,25.24647,22.90233,21.97824,21.69126,21.84758
1237668678843892888,21.242,20.38347,20.0183,19.86826,19.84171
1237668678843892889,22.30347,21.418,20.94756,20.58186,20.54156
1237668678843892896,21.16082,20.34788,19.99642,19.87513,19.84495
1237668678843892898,22.08539,20.90393,20.65336,20.4229,20.82026
1237668678843892903,25.21123,22.45786,21.01588,20.34966,20.10324
1237668678843892904,24.10793,22.80783,22.18065,22.07944,21.59641
1237668678843892908,22.36716,21.6997,21.08481,20.81479,20.59806
1237668678843892909,23.55072,22.99408,22.09451,21.59106,21.46602
1237668678843892910,24.09,23.75284,22.18327,21.85195,22.08478
1237668678843892918,20.98608,20.18994,19.89486,19.76715,19.57233
1237668678843892919,24.72621,22.97943,22.42286,21.85321,21.49301
1237668678843892920,22.45385,20.85161,19.87323,19.44202,19.22937
1237668678843892923,22.32371,21.5365,21.08286,20.72584,20.27378
1237668678843892924,23.79144,22.02152,21.30386,21.06246,20.97905
1237668678843892925,23.97089,24.35652,23.11538,23.53267,22.91865
1237668678843892928,22.24737,21.35526,20.93495,20.70436,20.65196
1237668678843892930,21.90066,20.89955,20.47268,20.28082,20.31898
1237668678843892935,22.4124,21.13822,20.72553,20.4089,20.4338
1237668678843892938,21.57542,20.57504,20.14658,19.91824,19.89121
1237668678843892939,24.79942,24.12247,22.4505,21.03862,20.07685
1237668678843893195,22.91344,21.69637,21.14267,20.77487,20.5456
1237668678843893204,24.93028,23.08944,21.90375,20.92616,20.14022
1237668678843893205,23.56307,22.2619,21.57393,21.48124,21.60468
1237668678843893217,23.40809,22.14771,21.44956,21.33782,21.0475
1237668678843893231,22.83844,21.64895,21.16224,20.90793,21.01319
1237668678843893232,25.36432,25.65112,22.73746,23.34482,23.2443
1237668678843893240,23.31434,21.78648,21.45001,21.26493,21.13719
1237668678843893243,23.04275,22.0254,21.52267,21.11659,21.34021
1237668678843893247,23.67704,21.94111,20.85601,20.16515,19.74647
1237668678843893257,24.54677,22.91058,21.3618,19.94575,19.18919
1237668678843893258,23.42368,23.09091,22.32041,21.95907,21.15132
1237668678843893265,22.85047,22.03007,21.41076,21.11803,20.72458
1237668678843893268,23.19907,22.09903,21.00577,20.50737,20.36659
1237668678843893289,23.7782,22.05112,21.54183,21.17197,21.12801
1237668678843893291,24.87838,21.96203,21.27024,21.20914,21.10914
1237668678843893292,24.54592,23.32316,22.11613,21.22947,20.52584
1237668678843893298,23.61405,22.45055,21.93171,21.9486,22.01245
1237668678843893301,24.72178,23.10148,22.30847,21.7745,21.30221
1237668678843893302,25.02619,23.07122,22.41397,22.02758,21.82537
1237668678843893305,23.13279,21.71639,21.29336,20.90592,20.50283
1237668678843893318,23.46186,22.99969,22.26827,22.07284,21.35432
1237668678843893325,25.19763,22.29872,20.83706,19.43234,18.68657
1237668678843893336,24.40087,21.28854,20.50067,20.18143,19.99375
1237668678843893338,23.35361,22.66014,21.86721,21.60864,21.07097
1237668678843893361,22.6583,21.90541,21.34349,21.17786,20.97268
1237668678843893368,25.22979,23.14253,22.24505,21.92558,21.28125
1237668678843893377,22.89491,22.44856,21.8564,21.7483,21.49203
1237668678843893389,23.39677,21.9622,21.4392,21.17894,20.99066
1237668678843893392,24.11439,23.01486,22.24779,21.96752,21.32295
1237668678843893393,24.75125,24.5662,23.01934,22.09214,23.33221
1237668678843893396,23.35347,22.14965,21.5724,21.2255,21.70601
1237668678843893399,25.03489,22.46299,21.97253,21.79803,21.61737
1237668678843893407,24.5793,22.21226,21.19859,20.70147,20.55999
1237668678843893412,24.0864,23.05195,22.03051,21.95484,21.58885
1237668678843893416,22.5003,21.55569,20.99272,20.79399,20.99628
1237668678843893417,22.60928,21.55049,21.10421,20.83893,20.40864
1237668678843893418,24.12312,22.70228,21.93574,21.82049,20.97315
1237668678843893420,23.00348,22.27905,21.51939,21.20161,21.33435
1237668678843893421,23.76044,23.17615,22.6116,21.74648,21.50364
1237668678843893423,24.4911,22.19039,21.53868,21.43466,21.10451
1237668678843893424,25.05177,22.78674,22.05792,21.94837,21.55048
1237668678843893431,23.20628,21.6847,21.06698,20.86017,21.33694
1237668678843893432,24.59704,22.77053,21.65599,21.36581,21.50344
1237668678843893433,23.58281,22.80431,22.14861,21.72254,21.5162
1237668678843893443,23.58115,22.08278,21.38232,21.24884,21.20643
1237668678843893444,24.9071,22.83259,21.98782,21.76412,22.64086
1237668678843893445,22.81964,21.13158,20.43932,20.15971,19.89977
1237668678843893446,24.69987,22.67513,21.92506,21.5809,20.71297
1237668678843893452,24.68612,23.47787,22.61836,20.96492,20.17541
1237668678843893453,24.32371,22.67673,22.04601,21.69111,22.45971
1237668678843893454,23.79772,23.32857,22.4638,21.75303,21.48237
1237668678843893457,23.02382,21.9934,21.26211,20.93771,21.25787
1237668678843893462,22.97701,22.04946,21.43094,21.27021,20.74343
1237668678843893465,24.03107,22.92531,22.24703,21.84095,21.62289
1237668678843893471,22.62237,21.44485,20.89673,20.64713,20.59756
1237668678843893472,23.7995,22.53953,21.84331,21.60128,21.53862
1237668678843893473,23.55914,22.75567,21.88328,21.56152,20.88507
1237668678843893489,23.46998,21.69905,20.39596,19.6837,19.2352
1237668678843893500,23.95194,23.27011,22.47746,21.8219,22.14543
1237668678843893501,22.92255,22.41636,21.81444,21.4691,21.24316
1237668678843893509,24.34134,22.85421,22.09934,21.94613,22.03474
1237668678843893510,24.82824,24.83851,23.89601,22.24965,21.83048
1237668678843893512,24.02706,22.33654,21.81963,21.5557,21.09636
1237668678843893514,24.75086,22.49461,21.9738,21.44328,21.43092
1237668678843893527,24.17146,22.06196,21.49324,21.10589,20.98605
1237668678843893528,24.58321,24.67916,22.95383,22.66922,22.3887
1237668678843893536,24.26153,22.63566,21.9829,21.76185,21.01257
1237668678843893539,24.09698,22.58963,21.77867,21.59951,22.1421
1237668678843893540,24.11866,22.95126,21.85453,21.79398,22.0057
1237668678843893541,25.44048,22.98587,22.18144,21.91728,21.07899
1237668678843893545,22.66871,20.82254,19.98517,19.69277,19.45435
1237668678843893546,24.29118,22.55601,21.84617,21.58175,21.76239
1237668678843893548,24.90319,22.18011,21.61796,21.594,21.04094
1237668678843893717,24.53201,24.02622,22.88902,22.22491,21.63985
1237668678843893757,25.76796,23.3183,22.58192,22.2948,22.11648
1237668678843893759,22.88875,23.50274,22.29592,22.38357,21.61866
1237668678843893763,23.78854,23.21884,22.18676,22.43291,21.77759
1237668678843893764,25.31133,23.33599,21.6694,20.8751,20.48682
1237668678843893768,24.61942,23.53219,22.2928,22.22862,22.35507
1237668678843893772,23.50248,24.55569,22.73445,22.06928,21.4952
1237668678843893773,23.87482,23.38748,22.5407,21.86365,23.57474
1237668678843893774,23.86489,23.23997,22.69798,22.9405,22.42075
1237668678843893782,25.43556,24.44345,22.86662,22.26556,23.3005
1237668678843893783,25.47605,24.29446,22.87868,22.61764,21.65035
1237668678843893792,25.33379,23.21684,22.02435,21.62608,20.87051
1237668678843893797,24.22484,23.78484,22.52576,22.53908,21.85375
1237668678843893800,23.9838,23.48358,22.50368,22.03596,22.00203
1237668678843893803,23.0213,23.423,22.56207,22.53038,21.33124
1237668678843893805,24.40185,23.80318,22.18287,22.03621,22.15893
1237668678843893810,24.19682,23.39309,22.92901,22.19518,22.09096
1237668678843893813,24.55244,23.24616,22.65505,22.38079,21.2986
1237668678843893817,24.91309,24.44271,23.00447,22.63631,22.66034
1237668678843893821,24.82903,24.52471,22.94394,23.32121,23.20263
1237668678843893822,24.57827,23.65111,22.3336,21.50621,20.90281
1237668678843893831,25.17454,23.48678,22.61676,21.85351,21.61344
1237668678843893834,23.32287,25.33388,22.69956,21.68655,21.04393
1237668678843893838,24.05303,23.33868,22.38863,21.91118,22.58068
1237668678843893839,23.64535,23.87614,22.18697,21.17405,21.46681
1237668678843893847,23.24317,24.17931,22.52237,22.07922,22.97725
1237668678843893852,24.47862,23.74646,22.4215,20.8662,20.15063
1237668678843893855,24.78398,23.87482,22.45734,22.6323,21.71095
1237668678843893857,24.50463,23.20836,21.72139,21.35681,20.60912
1237668678843893865,24.52651,23.49316,22.54655,22.18353,22.08
1237668678843893866,24.78317,23.5616,22.70662,22.26581,22.72761
1237668678843893871,25.45089,23.26613,22.54893,22.25257,23.04425
1237668678843893878,24.69431,24.63347,22.17734,21.29771,20.96489
1237668678843893882,25.30561,25.83386,22.78966,21.75726,21.50626
1237668678843893883,24.80622,24.289,23.3917,22.34329,23.24416
1237668678843893888,24.30902,25.29315,22.60042,23.06131,22.49268
1237668678843893965,25.35233,24.6851,23.80357,22.00821,21.9754
1237668678843893994,24.69749,24.49737,23.45445,21.85939,21.25383
1237668678843893996,25.36492,23.92278,23.35146,22.03019,22.64781
1237668678843893999,24.60291,26.30073,23.55222,21.33753,20.36693
1237668678843894015,24.98662,24.24268,24.95889,24.30971,20.73231
1237668678843894017,24.24343,25.53706,24.70651,24.73008,20.49696
1237668678843957290,16.71154,16.17673,16.57274,16.81326,17.02127
1237668678843957299,15.58221,13.99202,13.2943,13.16032,13.4573
1237668678843957300,19.19481,18.28537,18.05451,17.84677,17.91624
1237668678843957301,21.91467,19.33431,18.21017,17.7677,17.55789
1237668678843957302,19.79231,18.92821,18.68249,18.50301,18.62483
1237668678843957303,20.9142,20.08591,19.79839,19.6399,19.70837
1237668678843957304,21.40706,20.58539,20.23112,20.27415,20.2426
1237668678843957305,23.39668,21.59852,20.99457,20.77118,21.51637
1237668678843957306,24.6364,24.07563,23.36762,21.73027,21.87158
1237668678843957307,25.0289,24.74181,22.46057,22.14259,22.88713
1237668678843957308,24.07561,23.09263,22.29263,21.8751,21.7883
1237668678843957309,23.37425,23.20885,22.67018,22.8883,21.93782
1237668678843957312,18.8441,17.28883,16.70252,16.48896,16.38138
1237668678843957313,21.03881,20.16515,19.92282,19.77184,19.76227
1237668678843957314,22.82624,21.76412,21.16325,21.12104,20.85231
1237668678843957317,18.68941,16.24015,15.22185,14.79068,14.54494
1237668678843957318,20.05556,19.0723,18.89103,18.79293,18.73211
1237668678843957319,24.49815,23.49311,22.87005,21.53854,22.08001
1237668678843957335,17.36426,15.76411,15.17006,14.9402,14.84708
1237668678843957336,24.41106,23.61335,22.9244,22.18098,22.77972
1237668678843957339,17.98087,16.52202,15.97841,15.76011,15.66576
1237668678843957340,21.39425,19.32065,18.56822,18.30495,18.14168
1237668678843957350,19.19841,18.3395,18.07064,17.91027,17.94
1237668678843957351,20.99551,19.45057,19.15287,19.0984,19.02926
1237668678843957352,20.56411,19.89309,19.55435,19.36482,19.3583
1237668678843957353,24.60634,23.92198,22.79217,22.21756,22.1083
1237668678843957354,24.52474,24.48709,23.29055,22.49935,21.8168
1237668678843957403,19.31526,18.36006,18.11537,18.00314,18.02003
1237668678843957404,19.70277,18.75184,18.54708,18.46627,18.44492
1237668678843957405,20.30811,19.44342,19.20985,19.25678,19.07513
1237668678843957406,23.2338,21.84418,21.26044,20.90878,21.0147
1237668678843957407,24.11663,22.16704,21.54478,21.43637,21.55525
1237668678843957408,24.11212,22.45226,21.62516,21.33242,20.98714
1237668678843957411,18.85503,17.7073,17.33202,17.15872,17.10501
1237668678843957412,22.01892,21.08972,20.73009,20.45272,20.64987
1237668678843957413,23.16521,21.74266,21.17297,20.92633,20.93534
1237668678843957414,22.99251,22.14675,21.55166,21.43046,20.9222
1237668678843957419,17.75431,16.78971,16.4254,16.25925,16.19987
1237668678843957420,24.61728,23.13261,22.3335,20.78702,20.04882
1237668678843957424,17.68256,16.53469,16.05443,15.82204,15.71119
1237668678843957425,24.85215,23.16026,24.18504,23.45161,22.7837
1237668678843957436,21.5458,20.18443,19.64575,19.47741,19.33237
1237668678843957438,21.5464,20.56872,20.29072,20.08883,20.10999
1237668678843957457,19.11588,17.88669,17.45528,17.27037,17.17518
1237668678843957460,19.32246,18.42406,18.18789,18.0888,18.05758
1237668678843957461,21.30028,20.55319,20.23925,20.0041,20.1178
1237668678843957462,25.44991,25.27902,24.90169,22.15542,22.1838
1237668678843957464,16.6931,15.20459,14.69625,14.52009,14.47483
1237668678843957469,19.30026,18.35699,18.14092,18.02225,18.07062
1237668678843957470,21.13719,20.24716,19.94989,19.7908,19.80548
1237668678843957472,24.46445,22.83335,22.33549,21.95745,22.30477
1237668678843957473,24.70301,22.95022,22.00415,22.20379,21.75642
1237668678843957476,15.81645,14.45601,13.89377,15.40087,13.49694
1237668678843957477,20.57923,19.77891,19.51485,19.37666,19.57823
1237668678843957478,24.63733,21.78804,20.17265,19.13234,18.56343
1237668678843957479,21.8601,20.66718,20.28818,20.01623,20.14148
1237668678843957480,22.74693,21.5674,21.14089,20.9811,21.19173
1237668678843957481,24.30169,22.2495,21.60702,21.98058,21.15598
1237668678843957483,23.07101,22.66359,21.91426,21.38797,21.40464
1237668678843957484,24.56454,22.41077,21.74602,21.6222,22.60987
1237668678843957485,24.67316,22.6132,21.77996,21.65932,21.93872
1237668678843957486,24.71914,23.66117,22.62058,22.01475,22.36353
1237668678843957487,25.47609,23.84976,22.77256,22.71961,22.30842
1237668678843957488,24.73265,23.9937,22.8139,22.32917,21.85247
1237668678843957489,24.75386,23.91774,23.25241,23.88893,22.37341
1237668678843957509,20.7793,18.19284,16.77719,16.02792,15.63428
1237668678843957510,19.04471,18.03659,17.68771,17.50631,17.47111
1237668678843957511,22.881,20.34199,19.13209,18.67282,18.40742
1237668678843957512,20.30886,19.47114,19.28318,19.244,19.23483
1237668678843957513,20.35485,19.44576,19.13108,18.99061,18.95397
1237668678843957514,21.506,20.71998,20.40541,20.27115,20.20569
1237668678843957515,21.48112,20.61084,20.25965,20.08,20.21333
1237668678843957516,21.56903,20.93696,20.87953,21.71949,20.72954
1237668678843957517,23.58383,21.96187,21.6171,20.88179,21.84466
1237668678843957518,24.60465,22.62213,22.11864,21.47082,21.33976
1237668678843957519,25.25641,22.68626,21.83286,21.38701,21.51045
1237668678843957520,24.2263,23.51795,22.22827,21.98736,22.71977
1237668678843957521,25.06964,23.5528,22.48352,22.53565,22.22124
1237668678843957522,24.88745,23.63962,22.91941,22.24352,22.26989
1237668678843957523,24.62864,23.80651,22.70983,23.87687,22.13102
1237668678843957524,24.78677,24.45866,23.0646,23.15766,21.99259
1237668678843957525,23.94763,24.64064,22.86761,22.6077,22.34539
1237668678843957528,16.34347,15.88478,13.38192,13.10058,13.35705
1237668678843957532,24.84908,25.07364,22.6304,22.24079,22.8465
1237668678843957537,19.2647,18.09565,17.7007,17.53592,17.47806
1237668678843957544,19.13974,17.50446,16.90131,16.67136,16.59051
1237668678843957545,20.15896,19.41214,19.18625,19.07178,19.0997
1237668678843957546,22.26515,21.13519,20.64584,20.50568,20.21782
1237668678843957547,22.21702,21.19258,20.73203,20.49962,20.32378
1237668678843957548,22.25585,21.56351,21.10849,20.89512,20.49768
1237668678843957549,22.92007,21.51629,20.9623,20.8655,21.22088
1237668678843957576,16.30822,12.94789,12.00017,11.71403,12.86629
1237668678843957577,19.95628,17.52438,16.49052,16.05549,16.02761
1237668678843957578,21.17693,19.5458,18.98245,18.91619,18.85616
1237668678843957579,20.87881,20.09951,20.07577,24.3618,19.5006
1237668678843957583,23.71587,23.39888,22.88514,23.16499,20.97442
1237668678843957585,24.97624,25.11459,24.80206,22.50689,22.44691
1237668678843957586,24.08639,23.7046,22.87875,22.06933,21.0222
1237668678843957587,24.33229,22.94313,22.4465,21.90273,23.13569
1237668678843957588,24.27804,23.4211,22.72168,22.3611,21.86573
1237668678843957589,23.89459,23.4694,23.6325,22.95778,22.34035
1237668678843957591,24.98358,23.49978,25.01799,24.27322,23.13256
1237668678843957592,24.28141,24.1852,24.35483,22.75664,22.84864
1237668678843957599,17.23269,16.13269,15.79745,15.66991,15.66238
1237668678843957600,18.48033,17.40977,16.96961,16.75891,16.66781
1237668678843957601,20.83453,19.88219,19.61965,19.46752,19.42229
1237668678843957602,20.7994,19.90967,19.66893,19.50959,19.51441
1237668678843957603,24.59797,23.04864,22.57678,22.17864,21.55108
1237668678843957605,19.40917,18.50956,18.30268,18.17881,18.17577
1237668678843957614,18.98052,17.93578,17.56394,17.36194,17.29119
1237668678843957615,22.95902,22.32666,21.36984,21.13162,21.03742
1237668678843957619,17.50628,16.24962,15.82161,15.6534,15.60803
1237668678843957620,23.71217,22.86584,21.41154,20.80974,20.32454
1237668678843957621,23.93335,21.9625,21.29182,21.37021,21.50104
1237668678843957622,24.19041,24.42138,23.18064,22.15808,22.55705
1237668678843957625,19.10046,18.08624,17.7652,17.59991,17.55523
1237668678843957626,19.17679,18.26938,18.03703,17.8939,17.88053
1237668678843957627,21.52557,20.69189,20.32678,20.15172,20.20667
1237668678843957628,23.3818,22.55242,21.99073,21.7595,21.25908
1237668678843957629,25.66291,23.57852,22.66209,22.29411,22.53614
1237668678843957643,17.35636,16.14727,15.76289,15.62599,15.60028
1237668678843957644,19.13915,18.19882,17.91959,17.77694,17.71389
1237668678843957661,18.08276,16.90721,17.10616,17.23885,17.41017
1237668678843957662,22.19445,19.7227,18.43092,17.57011,17.14729
1237668678843957673,25.45999,23.34915,22.29885,22.02758,21.99027
1237668678843957682,20.41954,18.51279,17.78065,17.49473,17.34994
1237668678843957686,24.45712,24.70799,23.18636,23.68044,22.81977
1237668678843957694,19.27121,18.3554,18.12392,18.02584,18.00941
1237668678843957695,22.56481,21.73613,21.23247,20.95175,21.3471
1237668678843957696,24.72897,23.32952,22.70213,22.10608,22.55832
1237668678843957713,18.78787,17.42539,16.94524,16.76162,16.70282
1237668678843957739,16.00827,14.84266,14.47007,14.33554,14.3126
1237668678843957740,17.55902,16.16507,15.69816,15.52996,15.49116
1237668678843957741,20.84213,19.88689,19.61975,19.48888,19.51861
1237668678843957742,22.48877,21.13181,20.75357,20.53822,20.62511
1237668678843957743,24.64736,23.53852,22.054,20.98063,20.80841
1237668678843957800,22.03024,19.42389,18.29626,17.85194,17.6341
1237668678843957807,19.95587,19.10678,18.8877,18.78062,18.92209
1237668678843957808,24.545,24.56958,22.53566,20.81311,20.12433
1237668678843957811,19.64305,18.72643,18.52873,18.57606,18.40392
1237668678843957812,23.82435,22.44203,20.91884,20.09623,19.74038
1237668678843957813,22.57401,21.28762,20.86933,20.69707,20.53069
1237668678843957817,24.53646,23.25867,22.64728,22.78143,22.44726
1237668678843957821,20.36645,19.45693,19.22081,19.1204,18.99675
1237668678843957824,20.39758,19.54643,19.26374,19.21096,19.18912
1237668678843957825,23.08426,21.59803,21.01415,20.67093,20.37519
1237668678843957826,24.65601,23.39243,22.79601,22.49374,21.86944
1237668678843957827,21.25343,20.45993,20.13145,19.97131,19.84393
1237668678843957850,21.23583,19.23003,18.30076,17.8801,17.66505
1237668678843957851,20.24062,19.37672,19.16563,19.05665,19.0198
1237668678843957852,20.77424,19.83569,19.57619,19.49949,19.48794
1237668678843957853,22.79964,20.71448,19.62487,19.17129,18.81853
1237668678843957854,22.1538,21.20936,20.79897,20.71747,20.35553
1237668678843957855,22.89202,21.73042,21.25211,20.93729,21.56375
1237668678843957856,23.74068,22.02852,21.65769,21.4224,21.70521
1237668678843957857,24.71599,22.48111,21.75701,21.52717,21.0813
1237668678843957858,23.71671,22.35865,21.80768,21.60503,20.99842
1237668678843957862,20.79895,19.99241,19.76451,19.58124,19.57011
1237668678843957863,22.37497,21.09694,20.72601,20.52196,20.58299
1237668678843957867,21.21091,20.30442,19.99415,19.83651,19.84539
1237668678843957871,23.72958,21.96245,21.42417,21.32754,21.1838
1237668678843957875,24.05342,23.61206,22.79826,22.27098,22.23026
1237668678843957878,20.28886,19.41327,19.15738,19.0579,19.05083
1237668678843957879,24.28918,22.55616,21.86727,21.58639,23.01737
1237668678843957881,20.71215,19.8577,19.60899,19.46603,19.45474
1237668678843957889,20.72174,19.82705,19.59667,19.45262,19.46152
1237668678843957890,24.92841,24.09008,23.25356,21.75248,20.68458
1237668678843957893,20.53871,19.60574,19.35974,19.24063,19.26156
1237668678843957894,23.6601,23.17804,21.28485,19.78913,19.1386
1237668678843957898,23.71635,23.40849,22.37354,22.01258,22.07096
1237668678843957900,22.27186,25.35806,24.70514,23.72171,22.67313
1237668678843957903,24.76938,23.43797,24.25288,23.51681,22.58012
1237668678843957907,20.90911,20.03403,19.71892,19.66522,19.65887
1237668678843957908,20.94497,19.97619,19.73838,19.563,19.61612
1237668678843957916,19.99154,19.06868,18.85447,18.78422,18.73597
1237668678843957918,20.96859,20.07816,19.80578,19.64019,19.7055
1237668678843957919,23.29231,23.17027,21.96109,20.85263,20.40452
1237668678843957920,23.78266,22.01167,21.30589,21.1216,21.15489
1237668678843957921,23.88129,22.97684,22.20928,22.05927,21.5356
1237668678843957924,19.7988,18.84604,18.65123,18.53211,18.58924
1237668678843957925,20.37804,19.52563,19.24506,19.16662,19.08295
1237668678843957926,20.99277,20.22573,19.87828,19.75645,19.82906
1237668678843957927,23.65867,22.10606,21.39838,21.29652,21.14948
1237668678843957928,23.73748,22.48086,21.69901,21.23087,21.82013
1237668678843957929,24.13958,22.1178,21.48015,21.31648,21.09651
1237668678843957930,24.37438,23.15638,22.37316,21.76693,22.30873
1237668678843957931,24.9536,23.2299,22.59899,21.90528,21.29582
1237668678843957932,24.21081,23.8262,22.28578,22.44231,21.66572
1237668678843957933,24.37113,23.79258,22.83686,22.16054,22.04302
1237668678843957935,20.48665,19.64091,19.36022,19.2747,19.2429
1237668678843957938,20.46952,17.79231,16.61891,16.16409,15.93518
1237668678843957939,24.18995,21.02169,19.68835,19.00568,18.66183
1237668678843957940,21.26456,20.35669,20.0102,19.8601,19.88409
1237668678843957941,22.81298,21.14025,20.37688,20.07106,20.05868
1237668678843957942,23.58528,22.51003,21.61069,21.1757,21.5756
1237668678843957943,23.79936,24.28844,22.81783,22.11746,21.96948
1237668678843957944,24.75085,23.06205,22.4632,21.98087,22.04976
1237668678843957947,22.29332,19.62914,18.36466,17.86184,17.55127
1237668678843957948,22.7958,21.39957,20.84023,20.75887,20.41494
1237668678843957949,24.10441,21.93635,21.5328,21.20666,21.64896
1237668678843957950,25.38229,22.9225,22.28391,21.81111,22.61493
1237668678843957954,21.43484,20.43582,20.11656,19.98418,20.27224
1237668678843957956,20.72395,19.8695,19.62764,19.43972,19.48763
1237668678843957958,21.27955,20.32454,20.00924,19.95239,19.89048
1237668678843957959,21.41878,20.58703,20.19563,20.00618,19.89366
1237668678843957960,21.44036,20.53198,20.23282,20.06434,20.17278
1237668678843957962,23.35783,22.73081,22.5133,22.23877,22.21222
1237668678843957965,19.70325,18.35067,17.92676,17.74194,17.67846
1237668678843957966,25.04848,24.24208,22.49765,21.47657,20.68676
1237668678843957971,20.33233,19.42432,19.1803,19.05911,19.10249
1237668678843957972,23.39137,21.88867,21.49239,21.21407,21.01885
1237668678843957974,21.31071,18.97712,18.0225,17.66468,17.48563
1237668678843957977,20.45596,19.59317,19.3639,19.19991,19.09008
1237668678843957978,20.77724,19.88599,19.64275,19.47116,19.55584
1237668678843957981,19.30396,18.37895,18.11998,17.97045,17.98099
1237668678843957984,20.21412,19.33441,19.11489,18.98959,19.00064
1237668678843957985,22.09852,21.14821,20.75509,20.47614,20.59764
1237668678843957986,23.53253,21.49665,21.24778,21.17325,21.40974
1237668678843957987,23.37476,22.03911,21.70585,21.3461,21.90376
1237668678843957988,23.89717,22.85306,22.10155,21.9686,23.13338
1237668678843957991,20.73218,19.89247,19.612,19.51471,19.49421
1237668678843957992,21.52421,20.61741,20.27198,20.08978,20.03268
1237668678843957993,22.19314,21.32931,20.90455,20.60545,21.13207
1237668678843957994,24.01759,22.12025,21.64743,21.21598,21.72623
1237668678843957997,20.33497,19.46691,19.24187,19.06161,19.21446
1237668678843957998,22.29911,21.40527,20.91163,20.63148,20.5109
1237668678843958000,23.90948,22.02419,21.5246,21.006,21.02155
1237668678843958001,24.401,21.93108,21.39104,21.12357,21.04781
1237668678843958002,23.65192,22.86872,21.89039,21.57748,22.53867
1237668678843958003,23.98468,23.02435,22.06446,21.7005,22.343
1237668678843958004,23.98962,23.20948,22.33324,22.05694,21.84318
1237668678843958005,24.50798,23.43876,22.322,22.00537,22.2442
1237668678843958006,24.31993,23.50398,22.44263,22.11878,23.31868
1237668678843958007,23.85831,23.40933,22.47971,22.41601,21.37383
1237668678843958008,24.54442,23.8633,22.58815,22.4545,21.68312
1237668678843958015,20.96453,19.97134,19.69821,19.57674,19.61564
1237668678843958018,20.68876,19.84089,19.58696,19.47658,19.44498
1237668678843958019,21.10524,20.12991,19.82332,19.70911,19.80641
1237668678843958020,25.80484,22.33305,21.74543,21.50288,21.5472
