#Table1
objid,u,g,r,i,z
1237668678843958021,24.44435,23.45257,22.15408,22.18048,21.84626
1237668678843958022,24.46054,22.94769,22.56424,21.99303,22.28552
1237668678843958025,20.40528,19.61916,19.41463,19.33858,19.31771
1237668678843958026,24.44215,21.76946,20.19151,19.46555,19.15231
1237668678843958031,19.91696,19.0639,18.79699,18.67011,18.67409
1237668678843958034,20.30972,18.97539,18.46058,18.22079,18.1176
1237668678843958035,24.75776,23.73105,22.752,22.12645,21.73583
1237668678843958037,20.67545,19.88842,19.63212,19.49003,19.68074
1237668678843958038,24.05648,23.75113,22.19471,20.62177,19.88378
1237668678843958047,20.08167,19.20656,19.01738,18.87599,18.91245
1237668678843958048,22.29269,21.11644,20.74039,20.49782,20.64534
1237668678843958060,19.8098,18.91777,18.63399,18.52219,18.5552
1237668678843958061,20.15989,19.2269,19.01681,18.9169,18.94998
1237668678843958062,20.52941,19.71988,19.45609,19.3616,19.43309
1237668678843958063,20.823,19.87691,19.63608,19.51772,19.41439
1237668678843958065,21.22161,20.25505,19.94676,19.79604,19.83561
1237668678843958067,21.61399,20.58766,20.30058,20.10976,20.19612
1237668678843958068,22.93729,21.11196,20.20856,19.83293,19.57468
1237668678843958069,22.08623,20.98825,20.57735,20.41908,20.48128
1237668678843958071,24.91034,23.53076,22.39073,20.81759,20.26318
1237668678843958072,22.30431,21.54772,21.01257,20.88211,20.80943
1237668678843958073,22.71102,21.95177,21.35889,21.12481,21.50631
1237668678843958074,23.41658,22.15602,21.42604,21.08344,21.35406
1237668678843958075,25.05352,25.33839,22.96609,21.47026,21.11175
1237668678843958076,23.95922,22.45914,21.76923,21.49645,20.64008
1237668678843958078,24.45108,22.69269,22.05496,21.78988,21.84421
1237668678843958079,23.65777,22.78895,22.10915,21.91477,21.80235
1237668678843958080,24.90035,22.8155,22.26739,21.90366,21.92042
1237668678843958083,24.9616,23.64615,22.70586,23.28168,23.11745
1237668678843958084,24.49298,23.71855,22.76911,22.30157,22.53796
1237668678843958085,24.48491,24.54689,22.85131,23.30676,22.24348
1237668678843958086,23.81519,24.07945,22.83854,22.61166,22.90391
1237668678843958088,20.47472,19.51527,19.29494,19.14913,19.09521
1237668678843958090,21.01055,20.1226,19.8566,19.7065,19.65791
1237668678843958091,24.32723,23.12597,21.87256,20.36032,19.81042
1237668678843958095,19.44753,18.54158,18.33113,18.2168,18.19533
1237668678843958096,24.31076,24.18234,22.38366,20.71897,19.99284
1237668678843958097,24.618,23.52847,22.22325,20.84713,20.07254
1237668678843958098,23.20586,21.83625,21.23805,21.19312,21.95333
1237668678843958099,24.10463,22.09331,21.52818,21.07555,21.25991
1237668678843958100,24.28343,22.81733,21.88396,21.805,21.60837
1237668678843958102,23.86552,23.54396,22.29314,21.87694,21.87998
1237668678843958111,20.09828,19.17846,18.97336,18.84684,18.93411
1237668678843958112,23.19895,22.31194,21.73538,21.38089,21.99209
1237668678843958113,24.4278,22.95892,22.18998,21.88925,22.19787
1237668678843958117,20.67873,19.8602,19.60024,19.47039,19.4868
1237668678843958119,20.84648,19.9705,19.68263,19.52921,19.55582
1237668678843958120,23.92401,22.36608,21.85855,21.69993,21.29918
1237668678843958122,24.86297,24.16145,23.31031,21.988,23.25578
1237668678843958129,19.47872,18.5912,18.38848,18.28445,18.29409
1237668678843958130,21.32724,19.33591,18.5215,18.19027,18.03536
1237668678843958131,20.71129,19.81356,19.54735,19.42236,19.50154
1237668678843958141,19.94679,19.0364,18.81702,18.71924,18.75687
1237668678843958169,22.10675,21.39093,21.68937,20.91811,20.85636
1237668678843958171,22.76047,21.93763,21.28025,21.01262,20.80214
1237668678843958173,24.39294,23.5785,22.76489,22.7318,22.55312
1237668678843958176,19.69675,18.78142,18.5691,18.47139,18.63594
1237668678843958177,21.3943,20.65491,20.26568,19.99121,20.33967
1237668678843958178,22.05241,21.22266,20.89419,20.82806,20.17608
1237668678843958179,23.71331,21.30801,20.81806,20.63677,20.72509
1237668678843958180,23.64851,21.51304,21.07077,20.77633,20.71805
1237668678843958193,24.96399,22.26036,20.74104,19.57355,18.97507
1237668678843958194,21.29095,20.41743,20.10465,19.94328,19.88972
1237668678843958205,19.8131,18.92903,18.75169,18.63304,18.68655
1237668678843958206,21.9131,20.85982,20.41847,20.09813,19.9391
1237668678843958207,23.67511,22.78126,22.06606,21.85635,21.84578
1237668678843958210,20.74357,19.80009,19.53891,19.38883,19.41661
1237668678843958211,21.83776,20.91676,20.47949,20.32476,20.17905
1237668678843958217,20.96551,20.03273,19.72692,19.5801,19.5215
1237668678843958219,23.58877,21.55723,21.07478,20.8209,21.1843
1237668678843958222,23.27693,20.53891,19.16758,18.14825,17.61561
1237668678843958223,20.44956,19.65721,19.35673,19.17907,19.00982
1237668678843958224,24.32848,23.49491,23.061,22.41991,21.7748
1237668678843958229,20.39921,19.59708,19.35701,19.2442,19.2028
1237668678843958230,21.82454,20.81208,20.44666,20.25439,20.22026
1237668678843958231,22.08839,21.26866,20.81989,20.68858,20.50444
1237668678843958234,19.44147,18.57178,18.36421,18.28305,18.26214
1237668678843958238,19.75716,18.79551,18.5944,18.50967,18.55234
1237668678843958239,20.76334,19.79144,19.54605,19.46811,19.39811
1237668678843958240,22.34309,21.3928,20.93064,20.71185,21.11292
1237668678843958241,25.45895,24.95404,22.81065,21.937,21.58044
1237668678843958242,24.65845,24.02371,22.78387,22.7349,22.1478
1237668678843958245,19.52986,17.86853,17.21936,16.96094,16.8649
1237668678843958251,23.08858,21.8599,21.40869,21.07369,20.75505
1237668678843958252,24.50125,23.97423,22.94739,22.623,22.50811
1237668678843958262,19.51538,17.29693,16.40799,16.08483,15.93537
1237668678843958263,24.03654,23.96503,22.44087,20.82124,20.24341
1237668678843958267,19.93762,17.26181,15.92582,15.33373,15.02715
1237668678843958269,23.80959,23.59912,22.95146,23.37814,22.65864
1237668678843958270,24.85907,23.72642,23.12944,22.50374,22.54029
1237668678843958304,20.6589,19.76268,19.52493,19.39006,19.36981
1237668678843958308,20.61166,18.86715,18.24662,18.00609,17.99265
1237668678843958310,23.83405,21.21791,19.89284,19.1898,18.8103
1237668678843958395,21.20948,20.22583,19.86755,19.73636,19.65871
1237668678843958398,20.79878,19.88152,19.63874,19.57071,19.4768
1237668678843958399,22.33927,21.32253,20.95775,20.50478,20.73542
1237668678843958400,23.62809,21.87024,21.43513,21.0363,22.62617
1237668678843958401,24.45354,24.51594,22.06727,21.14769,20.6396
1237668678843958418,20.95584,20.04073,19.78097,19.63985,19.65691
1237668678843958421,23.66354,20.29772,18.91421,18.15969,17.74477
1237668678843958423,23.88846,23.81015,22.91055,22.58982,22.41746
1237668678843958424,20.9985,20.10091,19.8253,19.64175,19.58382
1237668678843958425,20.9168,20.1558,19.84694,19.71162,19.70287
1237668678843958431,23.55578,20.82269,19.40193,18.5766,18.14054
1237668678843958446,24.5263,24.12917,22.81734,22.92175,22.34586
1237668678843958452,23.21153,20.7745,19.44111,18.75841,18.42925
1237668678843958453,24.26494,22.10458,21.37218,21.19966,21.34648
1237668678843958455,20.95162,20.12263,19.815,19.65987,19.70031
1237668678843958456,25.33094,22.86711,21.37844,20.70344,20.46033
1237668678843958457,23.7599,23.01607,22.29957,21.7094,22.71223
1237668678843958458,23.69823,22.67938,22.00661,21.71231,20.93752
1237668678843958465,20.71679,19.92583,19.69552,19.54178,19.60179
1237668678843958467,23.33424,21.67417,21.2217,20.90516,21.15654
1237668678843958470,23.74433,21.16765,19.77736,18.62781,18.09943
1237668678843958473,23.39725,21.02975,19.71139,18.42449,17.75846
1237668678843958495,21.61301,20.57403,20.2539,20.05628,20.19083
1237668678843958496,24.48735,21.84137,20.41004,19.85628,19.54775
1237668678843958498,20.82379,20.02267,19.75852,19.6102,19.57742
1237668678843958499,21.81723,20.97319,20.55363,20.42866,20.31745
1237668678843958500,23.88423,22.19752,21.72418,21.15768,21.21497
1237668678843958501,24.70408,21.97936,21.41059,21.09681,22.01841
1237668678843958512,23.0796,20.62789,19.64198,19.20848,19.08204
1237668678843958525,21.56166,20.18242,19.59496,19.34171,19.23349
1237668678843958567,25.05811,21.9266,20.48797,18.90337,18.04929
1237668678843958568,23.7752,21.9507,21.3699,21.16552,21.45029
1237668678843958590,20.94158,20.13523,19.79187,19.81623,19.67372
1237668678843958593,24.24884,24.44008,23.17817,21.8753,21.35044
1237668678843958594,24.6601,23.13962,22.28982,22.13374,21.50056
1237668678843958597,20.98894,20.08425,19.80383,19.65286,19.634
1237668678843958600,21.28673,20.29947,20.0017,19.84521,19.86992
1237668678843958606,22.47611,24.69552,25.46993,24.76253,23.67657
1237668678843958608,22.67593,26.20214,24.33761,25.15553,23.88595
1237668678843958610,22.59352,24.6059,24.04354,23.3231,23.23017
1237668678843958612,21.68286,20.85183,20.48793,20.26002,20.17278
1237668678843958613,24.82119,23.04959,22.67316,22.13585,21.60629
1237668678843958615,21.97488,21.04711,20.57827,20.33442,20.07671
1237668678843958617,24.62383,22.17621,21.51959,21.24119,20.66155
1237668678843958618,24.06632,22.46468,21.91779,21.9,21.29076
1237668678843958620,24.41275,23.74756,22.84928,22.32121,21.82692
1237668678843958633,21.71577,20.79173,20.44788,20.24676,20.20503
1237668678843958634,23.62793,22.94393,22.30127,21.68622,21.95609
1237668678843958636,21.0715,20.29052,19.96543,19.78525,19.6543
1237668678843958640,21.84063,21.01741,20.65873,20.40454,20.31849
1237668678843958641,22.96757,22.10619,21.35388,21.06515,21.07195
1237668678843958642,25.7502,23.03189,22.32374,21.58675,21.72276
1237668678843958643,24.72577,22.91528,22.28436,22.15128,22.08584
1237668678843958644,23.59638,23.85205,22.99416,22.17225,21.84746
1237668678843958646,21.84868,20.9434,20.52998,20.34132,20.15952
1237668678843958647,24.04071,23.49238,22.32244,22.30052,22.06323
1237668678843958653,21.16096,20.48442,20.07784,19.91989,19.88055
1237668678843958654,24.83592,22.88692,22.45756,21.94766,21.62077
1237668678843958656,21.86321,20.98723,20.73602,20.65617,20.46009
1237668678843958657,21.4857,20.49657,20.21536,20.06903,19.97579
1237668678843958661,22.15724,21.14771,20.61256,20.46953,20.63488
1237668678843958662,25.35008,24.18706,22.53002,21.5201,21.18986
1237668678843958664,21.80762,21.18314,20.75155,20.54503,20.77913
1237668678843958665,24.67009,22.25676,21.54595,21.29326,21.88764
1237668678843958666,22.46543,21.68345,21.09936,20.86255,20.52204
1237668678843958668,21.01106,20.11984,19.82501,19.69623,19.6329
1237668678843958674,22.26284,21.08036,20.71296,20.53031,20.48198
1237668678843958680,21.93781,21.12309,20.76975,20.49895,20.36745
1237668678843958683,21.86382,20.92887,20.56599,20.38674,20.32495
1237668678843958695,22.40806,21.06293,20.74383,20.52696,20.28492
1237668678843958696,23.50267,22.75196,21.99606,21.59168,21.607
1237668678843958701,22.52699,21.31155,20.90557,20.67546,20.97742
1237668678843958706,21.67234,20.66844,20.32618,20.17783,20.12607
1237668678843958709,25.52587,24.18571,23.60778,21.87465,20.70526
1237668678843958711,21.24133,20.38792,20.10054,19.93383,19.96727
1237668678843958712,23.65182,24.24287,23.0599,22.1364,21.34804
1237668678843958715,21.72464,20.80709,20.43046,20.26294,20.32282
1237668678843958716,24.33961,23.71232,22.57245,22.10538,22.95282
1237668678843958717,22.48254,24.30907,24.3238,24.03321,21.96453
1237668678843958721,21.17114,20.36042,20.04195,19.79808,19.93175
1237668678843958722,22.64457,24.56047,24.97204,25.22337,23.90028
1237668678843958723,21.84858,20.82115,20.4782,20.25259,20.20015
1237668678843958727,24.41093,23.96893,23.63041,21.86823,21.53469
1237668678843958731,22.14029,21.14851,20.78264,20.51422,20.53894
1237668678843958732,24.05944,22.59806,22.09944,21.48523,22.29289
1237668678843958734,21.06896,20.29369,19.95928,19.79479,19.78039
1237668678843958739,21.7525,20.93641,20.4765,20.26967,20.36155
1237668678843958754,21.3207,20.30643,20.00635,19.89984,20.0173
1237668678843958755,21.87457,20.81393,20.40567,20.22268,20.22211
1237668678843958756,24.07056,23.67853,22.58495,21.99808,21.91421
1237668678843958764,21.14288,20.18461,19.86255,19.73836,19.70071
1237668678843958765,22.26565,21.34501,20.86391,20.62192,20.53008
1237668678843958768,22.39197,21.23148,20.85295,20.60298,20.98998
1237668678843958769,24.07705,21.87719,21.00435,20.6248,20.31517
1237668678843958770,24.2294,22.07937,21.54848,21.41159,21.10676
1237668678843958771,22.47312,22.08338,21.55033,21.43365,21.58591
1237668678843958772,25.08664,22.36711,21.61957,21.68046,21.91374
1237668678843958778,24.83754,22.2684,21.826,21.31421,21.66608
1237668678843958779,24.21595,22.93109,22.16145,21.93899,22.29553
1237668678843958780,23.18013,23.37858,22.81623,23.34695,23.05901
1237668678843958781,24.12947,23.72525,22.98801,22.77326,22.9817
1237668678843958782,21.73203,21.79747,21.90551,21.91053,21.85859
1237668678843958784,21.853,20.77789,20.33394,20.24428,20.24654
1237668678843958785,24.06535,22.40256,21.61488,21.5871,21.80052
1237668678843958786,23.54621,22.33151,21.69904,21.49027,21.40784
1237668678843958788,21.95459,21.08084,20.69205,20.45043,20.71512
1237668678843958791,24.04587,23.46951,22.62689,22.39905,23.10172
1237668678843958798,22.43855,21.60902,21.1892,21.07642,20.7823
1237668678843958805,21.71316,20.88127,20.4803,20.40298,20.19219
1237668678843958806,23.9708,24.43602,22.56598,20.65808,19.51115
1237668678843958808,21.98586,21.36336,20.82069,20.5297,20.84608
1237668678843958809,24.34158,22.97353,22.24459,22.16984,22.63306
1237668678843958811,21.42236,20.43817,20.10988,19.89355,19.96044
1237668678843958812,21.7397,20.796,20.46735,20.40111,20.38323
1237668678843958817,24.29659,22.52652,21.07467,20.02562,19.51343
1237668678843958820,23.93008,22.41372,21.99025,22.06066,21.43425
1237668678843958821,23.90153,23.20867,22.61574,21.77999,22.03086
1237668678843958824,22.45388,21.37944,20.93272,20.75288,20.76847
1237668678843958832,21.41234,20.60425,20.28936,20.12994,20.06482
1237668678843958839,22.2817,21.46832,20.9231,20.67181,20.70483
1237668678843958843,21.5277,20.68387,20.33842,20.15385,20.08957
1237668678843958851,21.29626,20.42909,20.14148,19.97282,20.10067
1237668678843958852,24.99389,22.69149,22.22862,21.81968,22.45731
1237668678843958855,22.66005,21.26243,20.77545,20.56682,20.18202
1237668678843958858,21.18963,20.35742,20.05191,19.88771,19.73229
1237668678843958859,24.61631,23.32647,21.64007,20.7393,20.44473
1237668678843958863,21.65145,20.72962,20.38386,20.18333,19.99272
1237668678843958864,24.27925,24.2477,22.94627,22.00593,21.96727
1237668678843958868,21.56342,20.713,20.34344,20.2723,20.43253
1237668678843958869,24.99014,22.11132,21.33167,20.94062,20.61124
1237668678843958870,23.60476,22.24923,21.74897,21.53318,21.05072
1237668678843958871,24.56199,23.35969,22.63959,22.30446,22.83835
1237668678843958874,23.42944,21.44534,20.1102,19.33273,18.92987
1237668678843958875,21.14773,20.45931,20.13254,19.96249,19.99771
1237668678843958886,22.56619,21.48081,21.05421,20.73968,20.34152
1237668678843958896,21.97237,20.88319,20.49489,20.30614,20.33322
1237668678843958897,21.16949,20.1764,19.9177,19.71335,19.71398
1237668678843958901,22.18358,21.0589,20.62185,20.50199,20.76709
1237668678843958905,23.8738,22.39031,21.68529,21.40011,21.42508
1237668678843958907,24.76861,23.2142,22.98519,22.20034,21.57841
1237668678843958908,22.34815,21.48362,21.00237,20.8111,20.60509
1237668678843958913,21.52398,20.67374,20.25645,20.09341,20.3143
1237668678843958917,22.31664,21.51466,21.23859,21.03723,21.0072
1237668678843958918,21.55534,20.50259,20.12648,20.04402,20.11152
1237668678843958933,22.63438,24.40639,25.34086,24.61439,23.18956
1237668678843958939,22.23997,25.42509,24.69778,23.77313,23.08637
1237668678843958977,25.17102,23.18344,22.51078,22.23638,22.12404
1237668678843958985,22.69689,21.79704,21.21955,21.05616,20.88621
1237668678843958986,24.09491,25.02017,23.68622,22.35833,23.00481
1237668678843958990,23.03433,21.35432,20.80626,20.6934,20.49171
1237668678843958992,24.28633,22.37107,21.70574,21.51067,21.21869
1237668678843958993,24.14112,23.05979,22.23826,22.13957,21.82841
1237668678843959007,22.92141,22.04314,21.32091,21.18438,21.51755
1237668678843959008,23.94283,22.176,21.69493,21.48563,21.57933
1237668678843959009,24.10203,23.10568,22.28527,22.16583,22.1708
1237668678843959017,22.81555,21.69268,21.09382,21.08416,20.49045
1237668678843959018,24.44615,24.962,23.63896,21.56908,21.291
1237668678843959020,23.31613,21.64654,21.04497,20.79276,20.60357
1237668678843959029,22.77878,21.94313,21.41557,21.23691,21.13455
1237668678843959040,24.44496,22.58408,21.83228,21.82768,22.16229
1237668678843959041,23.71104,23.34464,22.69039,22.03047,22.95547
1237668678843959044,23.718,22.5816,20.95552,19.97648,19.24888
1237668678843959047,23.26228,21.76276,21.17185,21.16561,20.40118
1237668678843959048,22.66022,21.86331,21.22918,21.16557,21.10328
1237668678843959052,23.20086,21.84702,21.37219,21.12348,20.69406
1237668678843959054,23.245,22.59508,21.76157,21.48244,21.06026
1237668678843959056,23.25025,23.1317,23.8562,22.45834,23.36525
1237668678843959064,23.08766,22.29706,21.66941,21.38145,20.92666
1237668678843959066,23.68974,22.33753,21.68411,21.50226,21.05039
1237668678843959067,23.60212,23.11178,22.37664,21.94958,21.53316
1237668678843959069,24.29143,23.23665,21.93671,21.36315,21.24306
1237668678843959071,24.01488,23.06914,21.6591,20.64415,19.96687
1237668678843959072,22.49335,21.37517,20.86803,20.55307,20.73574
1237668678843959078,23.16972,21.29161,20.71859,20.47403,20.89042
1237668678843959079,23.37321,21.8455,21.26738,21.16388,20.79586
1237668678843959080,25.19144,24.70088,23.3291,21.44225,21.28148
1237668678843959081,25.10046,25.38851,23.37764,21.91031,22.1727
1237668678843959083,23.84243,23.19142,22.23083,21.85595,22.57449
1237668678843959084,24.74494,24.32228,24.04946,22.30033,22.67353
1237668678843959087,22.7352,21.52087,21.06203,20.82324,20.48926
1237668678843959088,24.32112,22.10554,21.57196,21.30785,20.74472
1237668678843959090,24.43782,22.30228,21.83741,21.44052,20.6714
1237668678843959092,24.87017,22.54869,21.95103,21.61887,21.35056
1237668678843959098,23.69341,23.42477,22.88971,22.32095,22.65726
1237668678843959101,24.10353,23.18124,22.50736,22.22894,21.55225
1237668678843959103,24.5023,22.96771,22.13122,21.66739,21.39108
1237668678843959113,22.85919,22.01579,21.40787,21.25606,20.81513
1237668678843959114,24.07127,22.46914,21.79877,21.644,21.41375
1237668678843959116,23.89604,21.9584,21.43815,21.13806,20.6545
1237668678843959117,24.63993,24.64108,25.16123,22.14148,21.5807
1237668678843959121,24.12345,23.29484,22.34403,22.28047,22.45982
1237668678843959123,23.63344,22.39932,21.86059,21.69054,21.59291
1237668678843959124,24.24365,22.95154,22.65154,22.1317,21.12156
1237668678843959126,25.24992,22.50829,22.01368,21.439,21.3331
1237668678843959129,22.61852,21.61871,21.09383,20.80441,20.62872
1237668678843959130,22.84868,22.40004,22.10359,21.87862,22.69746
1237668678843959131,23.35778,23.1345,22.42514,21.99017,22.79507
1237668678843959133,24.15322,23.52137,22.66757,22.57361,21.67321
1237668678843959135,24.99509,22.77401,22.0659,21.73084,21.10626
1237668678843959138,23.1829,21.86468,21.21171,20.98312,20.89758
1237668678843959139,24.68767,23.26867,22.44683,22.08589,22.6417
1237668678843959140,24.33463,24.34805,22.68917,22.12934,22.1809
1237668678843959142,23.35931,21.96484,21.44154,21.18172,20.8851
1237668678843959144,24.98988,22.59246,21.75321,21.5638,21.65688
1237668678843959145,24.18341,22.81099,22.17006,21.89606,21.40481
1237668678843959146,23.61513,23.03603,22.28856,22.10113,21.60233
1237668678843959150,22.77439,21.41412,20.85962,20.70182,20.32095
1237668678843959162,24.8129,22.39677,21.77938,21.42769,21.1627
1237668678843959165,23.37378,22.27916,21.81754,21.28376,21.51237
1237668678843959171,22.97512,21.80877,21.28397,21.12144,20.78434
1237668678843959172,24.40997,22.53811,22.12453,21.51527,22.58705
1237668678843959173,24.48367,22.98974,22.12688,21.91127,22.06042
1237668678843959175,22.54172,21.71892,21.24824,21.00907,20.88466
1237668678843959177,24.03563,23.14521,22.25536,21.94734,21.58697
1237668678843959184,24.13356,22.57425,22.07916,21.57958,21.37241
1237668678843959186,22.63582,21.53144,21.00979,20.76853,20.9306
1237668678843959187,24.29536,22.15044,21.43556,21.58977,21.39669
1237668678843959188,24.3166,22.92797,21.98092,21.67437,21.69129
1237668678843959192,23.24499,22.25622,21.55823,21.27384,21.68663
1237668678843959193,24.79234,23.78643,23.00881,22.60587,22.73911
1237668678843959195,24.96798,23.23999,21.872,20.81286,20.00663
1237668678843959196,23.58116,22.44362,21.91976,21.61777,21.88313
1237668678843959197,23.53714,22.76024,22.15342,22.06994,22.09435
1237668678843959208,23.54084,23.10528,22.21795,22.05991,21.45128
1237668678843959210,23.37588,22.05163,21.49017,20.98916,20.87633
1237668678843959212,23.55356,21.89009,21.18408,20.88119,20.56589
1237668678843959213,24.26456,22.41813,21.83782,21.37292,22.75978
1237668678843959215,22.77659,22.09965,21.28304,21.09188,21.1439
1237668678843959217,22.49924,21.60744,21.08757,20.91066,20.74329
1237668678843959218,23.63591,24.96973,23.24438,21.71306,20.83422
1237668678843959219,23.98865,22.43937,20.95299,19.62286,18.96132
1237668678843959220,24.41767,22.82371,21.98438,21.79072,22.35771
1237668678843959222,24.60368,21.6493,20.27695,19.1955,18.59737
1237668678843959224,22.90775,21.66365,21.07712,20.86082,20.76828
1237668678843959225,22.75377,21.65336,21.2023,20.82181,20.74856
1237668678843959229,22.92187,21.89151,21.12195,20.94224,21.0857
1237668678843959236,23.51856,21.9488,21.43001,21.23698,21.41419
1237668678843959237,25.12966,21.87575,21.55434,21.3342,21.02491
1237668678843959243,22.85214,21.87882,21.34926,21.14168,21.17083
1237668678843959244,24.24534,22.42458,21.78479,21.50412,21.66678
1237668678843959245,24.66702,24.91606,23.88564,22.33283,22.26175
1237668678843959247,24.32674,23.42139,21.87514,20.88067,20.5533
1237668678843959248,24.42092,23.2138,22.83172,22.04,22.72955
1237668678843959251,23.53739,21.76049,21.42207,21.25485,22.34222
1237668678843959252,23.51814,22.11701,21.61079,21.29996,21.96814
1237668678843959253,24.09861,22.27716,21.70459,21.44349,21.59888
1237668678843959254,24.49988,24.62561,22.65938,21.46807,20.80924
1237668678843959256,24.45868,23.21079,22.35948,22.44539,21.26767
1237668678843959257,23.42422,22.46896,21.87295,21.54694,21.13207
1237668678843959274,24.46759,22.73288,21.25792,20.56149,20.35173
1237668678843959276,22.79483,21.43891,20.95173,20.79027,20.46357
1237668678843959279,25.49971,24.04656,22.46129,20.55789,19.53339
1237668678843959280,22.75923,21.7689,21.20315,20.89848,21.58899
1237668678843959281,24.55936,23.43809,22.47104,21.78182,22.13218
1237668678843959289,22.73537,21.66084,21.18204,20.90428,20.69805
1237668678843959291,23.05845,21.56224,21.0387,20.82132,21.23803
1237668678843959292,23.41409,22.03284,21.52258,21.13462,21.14222
1237668678843959293,23.8169,22.47609,21.70485,21.19888,21.37162
1237668678843959298,25.39032,22.94588,22.07055,21.76691,21.01343
1237668678843959299,25.45466,22.65641,21.25699,20.67722,20.39005
1237668678843959300,25.00726,22.88164,22.26452,21.81249,21.44914
1237668678843959304,24.09648,22.68577,21.96097,21.59883,21.86912
1237668678843959305,25.16564,22.77536,21.96157,21.74866,23.06831
1237668678843959306,24.96871,21.87297,20.39944,19.43583,18.88683
1237668678843959315,23.11378,21.81604,21.30706,21.03002,21.18157
1237668678843959322,24.89294,23.12324,22.81297,22.29709,22.00428
1237668678843959324,22.78346,21.49275,20.97817,20.7679,21.1867
1237668678843959327,23.05071,21.54249,21.13524,20.84822,20.65652
1237668678843959328,25.67572,24.63534,22.54816,21.2547,21.01005
1237668678843959329,23.71639,22.56017,21.85058,21.5055,21.70958
1237668678843959335,23.46332,23.19725,22.56375,22.69224,22.23163
1237668678843959337,24.49122,22.28162,21.60934,21.40361,21.4976
1237668678843959338,23.16666,22.0919,21.55989,21.36511,20.86862
1237668678843959350,23.11087,22.5051,21.9014,21.38638,21.35084
1237668678843959351,22.82754,22.06766,21.50683,21.16533,20.90705
1237668678843959353,24.23574,23.02521,22.40239,21.88132,21.47546
1237668678843959357,25.66094,23.61968,22.32542,21.76392,21.73691
1237668678843959358,23.34554,22.4485,21.75739,21.29433,21.08529
1237668678843959359,25.52251,22.93662,21.68886,20.77054,20.38242
1237668678843959366,23.84731,23.39992,23.22808,22.53057,21.35975
1237668678843959375,22.89141,21.92537,21.36669,21.07967,21.00924
1237668678843959376,23.45045,22.33553,22.04472,21.71394,22.83421
1237668678843959377,23.9084,22.35031,21.77526,21.47714,21.30782
1237668678843959378,24.41172,22.66725,22.07323,21.74196,22.78277
1237668678843959382,24.47043,21.64708,20.29202,19.60559,19.38531
1237668678843959383,24.51792,22.87488,21.48618,20.0311,19.33954
1237668678843959384,23.60411,21.98032,21.54763,21.17406,21.97554
1237668678843959390,23.23352,21.88005,21.31536,21.12354,20.83907
1237668678843959391,24.93635,24.20222,22.82473,21.72053,21.80079
1237668678843959393,22.93448,21.52513,20.96906,20.82204,20.5621
1237668678843959396,23.53657,22.52893,21.73868,21.63377,22.01874
1237668678843959397,23.37042,22.01205,21.39151,20.96488,20.64387
1237668678843959402,24.53512,25.86173,22.17266,20.94575,20.213
1237668678843959403,24.95126,22.39815,21.86324,21.52833,22.08518
1237668678843959408,22.77186,21.78753,21.64172,21.56334,21.21557
1237668678843959427,25.61739,23.7513,22.57858,22.24812,22.29513
1237668678843959429,24.27262,22.35379,21.76268,21.4843,21.29326
1237668678843959431,22.78991,21.70821,21.16799,21.00084,21.1784
1237668678843959439,22.94221,21.91805,21.43403,21.23174,20.70702
1237668678843959440,23.7766,22.36595,21.76093,21.32056,21.26723
1237668678843959441,23.32038,22.48681,21.88033,21.66087,22.2741
1237668678843959444,24.22751,22.47914,21.07537,19.91402,19.33377
1237668678843959449,25.62413,23.5459,22.173,20.35153,19.47235
1237668678843959450,23.93825,22.41011,21.75928,21.44306,21.36824
1237668678843959451,23.17378,22.55305,21.73315,21.79402,21.62807
1237668678843959458,23.11841,21.68871,20.27213,19.38381,18.8821
1237668678843959462,24.09851,21.37843,20.5259,20.09796,19.63708
1237668678843959463,24.2069,23.54429,23.8143,21.99705,21.68708
1237668678843959480,24.98401,23.39265,24.04344,24.87368,23.25689
1237668678843959482,25.13249,22.43121,21.74663,21.51185,21.04744
1237668678843959485,23.94171,22.34618,21.62241,21.33612,21.66353
1237668678843959491,24.42532,21.66367,20.26225,19.37477,18.93709
1237668678843959492,23.51495,22.72098,22.16185,21.96091,21.14418
1237668678843959493,24.42768,23.12237,22.28678,21.93068,22.78937
1237668678843959507,24.87701,24.07707,22.72993,22.87,23.46168
1237668678843959510,24.31918,21.91662,20.71878,19.59477,18.98573
1237668678843959519,25.25904,22.14623,21.25889,20.88117,21.04415
1237668678843959520,23.69388,21.8837,20.84658,20.34636,20.27862
1237668678843959522,23.99577,22.97054,22.93603,22.98832,22.36886
1237668678843959523,24.43855,23.24746,22.3671,22.4259,22.30774
1237668678843959525,23.71893,22.1931,21.47707,21.26358,21.748
1237668678843959527,23.4583,23.31005,23.47359,23.32323,21.83939
1237668678843959529,24.6731,22.83863,21.43682,20.19475,19.62796
1237668678843959551,23.5844,22.23517,21.50482,21.33621,20.82191
1237668678843959557,25.21101,23.14335,22.16703,20.19895,19.21618
1237668678843959568,24.86868,23.14969,23.06499,22.78803,21.26842
1237668678843959570,24.35668,22.66807,21.75983,21.58414,21.49834
1237668678843959572,24.63858,22.17616,20.80774,19.58607,18.89608
1237668678843959573,25.54072,24.97395,23.34211,21.90336,22.16348
1237668678843959576,23.67912,22.47641,21.81192,21.35993,21.60954
1237668678843959636,25.58227,23.8628,22.71171,22.67063,22.55092
