#ID  X     Y     y      b-y       m1      err y   b-y       m1
6857 371.17 380.47 13.969 0.559267 0.0101778 0.009 0.0127279 0.0220454
6807 290.95 385.18 13.6575 0.661336 0.210496 0.009 0.0134536 0.0241039
7000 468.47 387.48 14.0785 0.542771 -0.0434005 0.013 0.0170294 0.0270924
7023 902.45 388.42 16.7649 0.497407 0.049705 0.011 0.0148661 0.0310161
7117 1024.21 392.06 18.187 0.411834 -0.148915 0.021 0.0276586 0.0564004
7231 1017.03 397.67 17.1816 0.45926 -0.30616 0.012 0.0169706 0.0576281
7414 517.45 400.33 14.4536 0.606693 0.0484821 0.017 0.0262488 0.0470425
7286 980.74 401.36 17.2009 0.348943 0.0332031 0.061 0.091351 0.153108
7309 1005.47 402.35 17.9201 0.413896 0.0174142 0.055 0.0792086 0.150273
7331 948.90 405.49 16.6127 0.255122 -0.137257 0.013 0.019105 0.0347707
7310 16.99 410.59 13.9242 0.594321 0.251737 0.008 0.0144222 0.026533
7490 120.90 410.78 13.9918 0.523182 -0.0795879 0.011 0.0136015 0.0206398
7658 1024.24 418.66 18.5559 0.466477 0.0959077 0.069 0.0927631 0.157356
7743 850.24 419.38 16.8511 0.503593 -0.00303524 0.029 0.0446878 0.0809568
7678 24.07 420.03 14.0123 0.508748 -0.0686023 0.010 0.0128062 0.0195192
7704 976.76 420.18 18.0198 0.374718 -0.0775051 0.023 0.0292062 0.0505371
7852 983.71 426.94 17.8312 0.359253 0.00947244 0.018 0.0240832 0.0438634
7882 1021.29 428.22 17.81 0.381935 -0.111975 0.020 0.025 0.0482079
8059 228.22 429.50 13.0593 0.744847 0.356524 0.008 0.0113137 0.0192094
7991 922.68 433.46 16.5661 0.412865 -0.0832101 0.041 0.0594138 0.0993026
7938 295.68 431.42 13.7362 0.565453 0.00732252 0.042 0.058 0.093488
8034 1006.59 434.55 19.5903 0.477818 0.558262 0.056 0.0873212 0.228184
8168 998.06 441.17 19.0381 0.53143 0.0389896 0.023 0.0362353 0.0995289
8169 1018.12 441.28 18.1629 0.409772 75.3673 0.026 0.0367696 99.99
8299 960.05 446.53 16.4545 0.515965 -0.00176185 0.010 0.0141421 0.0263818
8319 708.23 447.83 15.6434 0.570608 -0.0462721 0.023 0.0339706 0.0585577
8363 890.94 449.59 17.1765 0.484004 -0.0801284 0.012 0.0156205 0.0387943
8365 1008.72 449.63 17.2842 0.298424 -0.111615 0.014 0.019799 0.035623
8685 976.07 463.92 17.7972 0.416989 -0.146638 0.021 0.0318904 0.0608769
8679 705.31 464.24 15.3727 0.548957 0.0325626 0.008 0.0113137 0.0204939
9020 985.94 480.12 17.7889 0.348943 -0.0216704 0.016 0.0233452 0.0480833
9084 1016.81 483.14 18.443 0.380904 0.0756706 0.020 0.0320156 0.0714773
9403 1020.45 498.08 17.5341 0.354098 -0.0499978 0.013 0.0183848 0.0376962
9272 597.41 491.91 14.9721 0.592259 -0.105153 0.042 0.0637809 0.112521
9436 217.64 506.77 13.2278 0.699483 0.120389 0.043 0.0548179 0.0865852
