#	Isochrone	Z = 0.00010		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	6.60	0.15000001	0.1500	-2.3036	3.5907	5.2265	10.529	13.767	12.796	11.456	10.628	9.868	8.934	8.305	8.092	-9.59274740
	6.60	0.20000000	0.2000	-2.0080	3.6158	5.1562	9.790	12.340	11.666	10.497	9.775	9.092	8.252	7.664	7.474	-6.50542581
	6.60	0.25000000	0.2500	-1.7958	3.6285	5.0917	9.259	11.562	10.979	9.874	9.196	8.546	7.751	7.188	7.012	-4.81334753
	6.60	0.30000001	0.3000	-1.6574	3.6372	5.0673	8.913	11.061	10.539	9.472	8.823	8.194	7.427	6.881	6.714	-3.76315853
	6.60	0.34999999	0.3500	-1.5359	3.6446	5.0424	8.610	10.625	10.155	9.122	8.497	7.886	7.143	6.610	6.451	-3.05614800
	6.60	0.40000001	0.4000	-1.4187	3.6513	5.0100	8.317	10.214	9.791	8.788	8.184	7.589	6.868	6.347	6.195	-2.55202682
	6.60	0.44999999	0.4500	-1.2816	3.6596	4.9572	7.974	9.733	9.371	8.403	7.824	7.248	6.550	6.041	5.898	-2.17685426
	6.60	0.50000000	0.5000	-1.1516	3.6693	4.9117	7.649	9.246	8.956	8.029	7.478	6.925	6.255	5.759	5.627	-1.88823797
	6.60	0.55000001	0.5500	-1.0015	3.6842	4.8626	7.274	8.633	8.454	7.592	7.080	6.558	5.930	5.455	5.339	-1.66026185
	6.60	0.60000002	0.6000	-0.8216	3.7155	4.8458	6.824	7.740	7.775	7.050	6.608	6.147	5.600	5.172	5.084	-1.47625717
	6.60	0.69999999	0.7000	-0.5222	3.7515	4.7573	6.075	6.602	6.818	6.246	5.875	5.477	5.011	4.629	4.573	-1.19890256
	6.60	0.80000001	0.8000	-0.2457	3.7875	4.6829	5.384	5.690	5.985	5.531	5.221	4.883	4.495	4.166	4.135	-1.00113983
	6.60	0.89999998	0.9000	-0.0020	3.8198	4.6196	4.775	4.987	5.272	4.902	4.645	4.360	4.044	3.775	3.760	-0.85396262
	6.60	1.00000000	1.0000	0.2136	3.8514	4.5758	4.236	4.418	4.639	4.339	4.134	3.904	3.661	3.458	3.449	-0.74074074
	6.60	1.10000002	1.1000	0.4024	3.8866	4.5692	3.764	3.950	4.068	3.839	3.696	3.534	3.370	3.241	3.233	-0.65130752
	6.60	1.20000005	1.2000	0.5705	3.9256	4.5951	3.344	3.549	3.568	3.415	3.340	3.255	3.168	3.110	3.102	-0.57912395
	6.60	1.29999995	1.3000	0.7249	3.9608	4.6161	2.958	3.192	3.188	3.106	3.079	3.044	3.011	2.990	2.985	-0.51980772
	6.60	1.39999998	1.4000	0.8620	3.9917	4.6351	2.615	2.869	2.907	2.874	2.873	2.870	2.877	2.878	2.879	-0.47031994
	6.60	1.50000000	1.5000	0.9871	4.0195	4.6510	2.302	2.583	2.688	2.690	2.704	2.720	2.759	2.772	2.779	-0.42849231
	6.60	1.60000002	1.6000	1.1028	4.0454	4.6669	2.013	2.330	2.508	2.536	2.559	2.588	2.655	2.676	2.689	-0.39273920
	6.60	1.70000005	1.7000	1.2112	4.0691	4.6798	1.742	2.101	2.346	2.395	2.426	2.465	2.554	2.581	2.600	-0.36187632
	6.60	1.75000000	1.7500	1.2625	4.0802	4.6852	1.614	1.995	2.271	2.329	2.362	2.406	2.505	2.535	2.557	-0.34798848
	6.60	1.76999998	1.7700	1.2824	4.0845	4.6875	1.564	1.955	2.243	2.304	2.338	2.383	2.486	2.517	2.540	-0.34269071
	6.60	1.79999995	1.8000	1.3122	4.0908	4.6902	1.490	1.895	2.200	2.265	2.301	2.349	2.457	2.489	2.514	-0.33500274
	6.60	1.89999998	1.9000	1.4059	4.1103	4.6980	1.255	1.708	2.065	2.143	2.184	2.238	2.363	2.400	2.429	-0.31142170
	6.60	2.00000000	2.0000	1.4945	4.1288	4.7057	1.034	1.535	1.940	2.029	2.075	2.135	2.275	2.317	2.349	-0.29058670
	6.60	2.20000005	2.2000	1.6481	4.1625	4.7284	0.650	1.248	1.735	1.843	1.896	1.969	2.135	2.184	2.224	-0.25550276
	6.60	2.50000000	2.5000	1.8435	4.2007	4.7411	0.161	0.879	1.452	1.581	1.644	1.729	1.923	1.980	2.027	-0.21500434
	6.60	3.00000000	3.0000	2.1152	4.2494	4.7434	-0.518	0.365	1.038	1.193	1.266	1.367	1.595	1.661	1.718	-0.16809413
	6.60	3.50000000	3.5000	2.3361	4.2856	4.7344	-1.070	-0.060	0.683	0.856	0.937	1.049	1.300	1.375	1.438	-0.13651311
	6.60	4.00000000	3.9999	2.5244	4.3139	4.7171	-1.541	-0.431	0.365	0.553	0.640	0.759	1.028	1.108	1.177	-0.11399485
	6.60	4.50000000	4.4999	2.6878	4.3386	4.7040	-1.950	-0.751	0.090	0.290	0.382	0.508	0.792	0.876	0.950	-0.09723650
	6.60	5.00000000	4.9999	2.8326	4.3599	4.6902	-2.311	-1.035	-0.158	0.052	0.149	0.280	0.577	0.665	0.743	-0.08434449
	6.60	5.35241985	5.3523	2.9241	4.3733	4.6815	-2.540	-1.214	-0.316	-0.100	-0.000	0.135	0.440	0.531	0.611	-0.07693492
	6.60	6.00000000	5.9998	3.0775	4.3957	4.6675	-2.924	-1.515	-0.582	-0.355	-0.251	-0.109	0.209	0.304	0.390	-0.06594199
	6.60	7.00000000	6.9997	3.2886	4.4258	4.6437	-3.452	-1.935	-0.958	-0.716	-0.605	-0.454	-0.120	-0.017	0.074	-0.05355301
	6.60	9.00000000	8.9993	3.6342	4.4743	4.6014	-4.315	-2.648	-1.600	-1.334	-1.214	-1.049	-0.686	-0.573	-0.472	-0.03814511
	6.60	11.21289921	11.2117	3.9364	4.5150	4.5573	-5.071	-3.307	-2.197	-1.914	-1.787	-1.614	-1.231	-1.112	-1.005	-0.02834961
	6.60	12.00000000	11.9985	4.0321	4.5275	4.5412	-5.310	-3.514	-2.386	-2.099	-1.971	-1.796	-1.408	-1.288	-1.180	-0.02586852
	6.60	15.00000000	15.0000	4.3433	4.5670	4.4849	-6.088	-4.134	-2.963	-2.669	-2.543	-2.369	-1.973	-1.854	-1.745	-0.01914005
	6.60	19.39945030	19.3676	4.6921	4.6081	4.4115	-6.960	-4.758	-3.563	-3.264	-3.137	-2.964	-2.567	-2.449	-2.339	-0.01352541
	6.60	20.00000000	19.9619	4.7352	4.6126	4.3992	-7.068	-4.836	-3.640	-3.340	-3.213	-3.039	-2.641	-2.523	-2.413	-0.01298003
	6.60	26.78831673	26.7234	5.1096	4.6447	4.2802	-8.004	-5.548	-4.342	-4.036	-3.906	-3.730	-3.328	-3.208	-3.096	-0.00874863
	6.60	30.00000000	29.9203	5.2601	4.6522	4.2085	-8.380	-5.871	-4.662	-4.355	-4.225	-4.048	-3.645	-3.525	-3.413	-0.00750849
