#	Isochrone	Z = 0.00800		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	6.60	0.15000001	0.1500	-2.4525	3.5402	5.1734	10.901	15.664	14.050	12.440	11.437	10.267	9.139	8.553	8.312	-9.59274740
	6.60	0.20000000	0.2000	-2.1755	3.5616	5.1069	10.209	14.480	13.034	11.517	10.571	9.567	8.504	7.884	7.654	-6.50542581
	6.60	0.25000000	0.2500	-1.9868	3.5732	5.0615	9.737	13.764	12.410	10.939	10.021	9.107	8.066	7.413	7.190	-4.81334753
	6.60	0.30000001	0.3000	-1.8367	3.5824	5.0274	9.362	13.186	11.897	10.470	9.578	8.724	7.717	7.051	6.844	-3.76315853
	6.60	0.34999999	0.3500	-1.7107	3.5902	4.9996	9.047	12.696	11.461	10.074	9.205	8.398	7.423	6.751	6.558	-3.05614800
	6.60	0.40000001	0.4000	-1.5648	3.5972	4.9397	8.682	12.190	10.996	9.641	8.794	8.028	7.078	6.391	6.214	-2.55202682
	6.60	0.44999999	0.4500	-1.4449	3.6061	4.9065	8.382	11.738	10.579	9.265	8.445	7.718	6.800	6.106	5.948	-2.17685426
	6.60	0.50000000	0.5000	-1.3139	3.6168	4.8641	8.055	11.254	10.124	8.858	8.070	7.380	6.495	5.796	5.661	-1.88823797
	6.60	0.55000001	0.5500	-1.1754	3.6291	4.8161	7.708	10.714	9.628	8.420	7.671	7.023	6.177	5.478	5.366	-1.66026185
	6.60	0.60000002	0.6000	-1.0436	3.6410	4.7697	7.379	10.167	9.149	8.002	7.296	6.686	5.875	5.190	5.094	-1.47625717
	6.60	0.69999999	0.7000	-0.7627	3.6739	4.6874	6.677	8.814	8.055	7.065	6.482	5.961	5.259	4.658	4.590	-1.19890256
	6.60	0.80000001	0.8000	-0.4851	3.7179	4.6438	5.983	7.356	6.979	6.159	5.703	5.270	4.715	4.249	4.200	-1.00113983
	6.60	0.89999998	0.9000	-0.2376	3.7542	4.5927	5.364	6.228	6.116	5.442	5.063	4.693	4.247	3.873	3.837	-0.85396262
	6.60	1.00000000	1.0000	-0.0209	3.7797	4.5238	4.822	5.416	5.432	4.863	4.532	4.203	3.823	3.506	3.478	-0.74074074
	6.60	1.10000002	1.1000	0.1927	3.8045	4.4508	4.288	4.701	4.781	4.307	4.020	3.732	3.412	3.145	3.125	-0.65130752
	6.60	1.20000005	1.2000	0.3756	3.8263	4.3929	3.831	4.143	4.235	3.835	3.587	3.336	3.066	2.844	2.827	-0.57912395
	6.60	1.29999995	1.3000	0.5401	3.8496	4.3563	3.420	3.672	3.743	3.410	3.204	2.995	2.777	2.602	2.588	-0.51980772
	6.60	1.39999998	1.4000	0.6844	3.8785	4.3597	3.059	3.273	3.298	3.037	2.885	2.731	2.573	2.454	2.442	-0.47031994
	6.60	1.50000000	1.5000	0.8179	3.9078	4.3734	2.725	2.921	2.899	2.709	2.610	2.512	2.410	2.339	2.329	-0.42849231
	6.60	1.60000002	1.6000	0.9360	3.9350	4.3920	2.430	2.617	2.573	2.451	2.397	2.344	2.286	2.250	2.241	-0.39273920
	6.60	1.70000005	1.7000	1.0479	3.9585	4.4008	2.150	2.335	2.305	2.235	2.211	2.187	2.163	2.149	2.142	-0.36187632
	6.60	1.79999995	1.8000	1.1447	3.9786	4.4090	1.908	2.094	2.098	2.064	2.059	2.056	2.058	2.056	2.054	-0.33500274
	6.60	1.85000002	1.8500	1.2176	3.9894	4.3910	1.726	1.913	1.943	1.928	1.930	1.935	1.950	1.954	1.954	-0.32283781
	6.60	1.89999998	1.9000	1.2423	3.9990	4.4165	1.664	1.855	1.909	1.907	1.916	1.928	1.954	1.963	1.966	-0.31142170
	6.60	2.00000000	2.0000	1.3289	4.0153	4.4172	1.448	1.646	1.750	1.769	1.784	1.806	1.850	1.865	1.873	-0.29058670
	6.60	2.20000005	2.2000	1.4861	4.0453	4.4215	1.055	1.276	1.477	1.527	1.554	1.590	1.666	1.690	1.706	-0.25550276
	6.60	2.50000000	2.5000	1.6941	4.0839	4.4234	0.535	0.811	1.134	1.214	1.250	1.301	1.415	1.448	1.475	-0.21500434
	6.60	3.00000000	3.0000	1.9846	4.1347	4.4152	-0.192	0.196	0.664	0.773	0.821	0.888	1.045	1.090	1.129	-0.16809413
	6.60	3.50000000	3.4999	2.2216	4.1748	4.4058	-0.784	-0.284	0.284	0.415	0.471	0.551	0.739	0.793	0.838	-0.13651311
	6.60	4.00000000	3.9999	2.4227	4.2082	4.3964	-1.287	-0.675	-0.036	0.112	0.176	0.266	0.476	0.537	0.589	-0.11399485
	6.60	4.50000000	4.4999	2.5959	4.2366	4.3876	-1.720	-1.009	-0.313	-0.151	-0.081	0.018	0.247	0.313	0.370	-0.09723650
	6.60	5.00000000	4.9998	2.7509	4.2619	4.3798	-2.107	-1.305	-0.561	-0.386	-0.310	-0.204	0.041	0.112	0.174	-0.08434449
	6.60	6.00000000	5.9997	3.0198	4.3030	4.3545	-2.780	-1.828	-1.010	-0.815	-0.730	-0.612	-0.341	-0.262	-0.192	-0.06594199
	6.60	7.00000000	6.9996	3.2470	4.3376	4.3325	-3.348	-2.272	-1.394	-1.184	-1.091	-0.962	-0.670	-0.584	-0.508	-0.05355301
	6.60	8.64087772	8.6401	3.5552	4.3804	4.2870	-4.118	-2.893	-1.944	-1.715	-1.613	-1.472	-1.154	-1.059	-0.974	-0.04030075
