# No	Ref	V	BV	UB	N
# --	---	-	--	--	-
1384	25	7.66	+0.21	+0.12	7
1384	186	7.68	+0.22	+0.10	2
1391	496	10.94	+0.61	+0.16	2
1397	3	7.26	+0.035	+0.05	2
1397	25	7.26	+0.05	+0.04	3
1397	1044	7.24	+0.07		1
1404	186	8.73	+0.18	-0.06	2
1407	25	8.13	+0.25	+0.13	4
1420	496	10.44	+1.38	+1.12	2
1425	3	7.76	+0.153	+0.12	4
1425	25	7.77	+0.15	+0.12	8
1425	457	7.75	+0.165		1
1431	3	6.80	+0.063	+0.02	3
1431	25	6.81	+0.06	+0.02	7
1431	909	6.831	+0.066	+0.037	13
1431	1044	6.83	+0.07		1
1432	3	2.86	-0.090	-0.33	3
1432	25	2.87	-0.09	-0.34	20
1432	29	2.86	-0.09	-0.36	3
1432	457	2.87	-0.090		1
1432	871	2.90	-0.09		2
1432	1091	2.87	-0.09	-0.35	9
1432	1281	2.870	-0.070	-0.320	3
1440	25	15.64	+1.01	-0.06	1
1454	25	12.78	+1.16	+0.94	1
1454	132	12.86	+1.08		1
1454	359	12.88	+1.12		1
1454	1043	12.87	+1.12	+0.89	3
1485	124	14.23	+1.35	+1.13	13
1485	132	14.21	+1.32		1
1485	442	14.23	+1.39		2
1491	25	16.42	+0.60	+0.25	1
1498	3	7.68	+1.24	+1.10	1
1498	25	7.72	+1.23	+1.12	3
1498	457	7.73	+1.225		1
1512	25	13.50	+1.37	+1.06	1
1512	132	13.51	+1.26		1
1514	25	10.48	+0.64	+0.12	2
1514	144	10.53	+0.66		1
1514	909	10.558	+0.664	+0.094	8
1514	1044	10.48	+0.66		1
1516	25	14.02	+1.31	+1.02	1
1516	124	13.87	+1.27	+1.04	5
1516	132	13.97	+1.34		1
1516	909	13.670	+0.363		1
1531	25	13.30	+1.15		1
1531	1043	13.41	+1.22	+1.05	3
1532	25	13.95	+1.26	+1.15	1
1532	124	13.90	+1.29	+0.98	1
1532	132	13.99	+1.27		1
1549	3	8.77	+1.17	+0.81	1
1549	25	8.79	+1.15	+0.81	4
1549	50	8.80	+1.15	+0.83	1
1549	457	8.78	+1.148		1
1553	25	12.22	+1.06	+0.85	3
1553	132	12.49	+1.09		1
1553	1051	12.35	+1.13	+0.76	2
1553	1051	12.35	+1.13	+0.76	2
1593	25	11.12	+0.75	+0.30	3
1593	124	11.11	+0.76	+0.30	2
1593	144	11.15	+0.77		1
1613	3	9.86	+0.540	+0.11	2
1613	25	9.88	+0.54	+0.11	4
1628	25	13.45	+0.81	+0.29	1
1630	345	10.51	+1.26	+1.19	1
1645	25	11.33	+0.71	+0.43	3
1653	124	13.55	+1.20	+0.99	8
1653	132	13.50	+1.21		2
1653	271	13.61	+1.23		49
1653	304	13.49	+1.21		2
1653	1043	13.69	+1.28	+1.05	3
1705	3	6.43	+1.702	+2.00	3
1705	25	6.46	+1.70	+2.07	21
1705	50	6.46	+1.701	+2.074	1
1705	457	6.44	+1.703		1
1712	25	14.36	+1.01	+0.47	1
1726	3	9.24	+0.548	+0.12	2
1726	25	9.25	+0.55	+0.12	4
